"Azioni";"Codice";"Nome";"Barcode";"Tipo";"Categoria";"Sottocategoria";"Giacenza";"Prezzo di acquisto";"Valore magazzino";"Q.tà per confezione";"Prezzo €";"Iva";"Creato da";"Disabilitato"
"";"Y2";"SL14W";"";"Semplice";"Profili custom";"";"0";"1,8";"0,0000000000";"1";"9";"22%";"Giacomo";"false"
"";"Y3";"profilo 1708 con sensore di presenza  completo di driver da 1mt fino a 1,5mt";"";"Semplice";"Profili custom";"";"0";"0";"0,0000000000";"1";"32,5";"22%";"Giacomo";"false"
"";"Y4";"profilo 1708 con sensore di presenza completo di driver fino ad 1mt";"";"Semplice";"Profili custom";"";"0";"0";"0,0000000000";"1";"27,5";"22%";"Giacomo";"false"
"";"RD12-1W-30K Engine";"1 Watt IP67 3000K 24Vdc";"";"Semplice";"Faretti da esterno";"";"0";"2,23";"0,0000000000";"1";"17,8";"22%";"Giacomo";"false"
"";"RD12H-1W-RGB Engine";"1 Watt IP67 RGB 24Vdc";"";"Semplice";"Faretti da esterno";"";"0";"2,23";"0,0000000000";"1";"17,8";"22%";"Giacomo";"false"
"";"AS3535-15A90";"1/4 di cerchio diametro 150cm profilo 35x35";"";"Semplice";"Profili";"";"0";"20,64";"0,0000000000";"1";"82,5";"22%";"Giacomo";"false"
"";"AS3535-30A45";"1/8 di cerchio diametro 300cm profilo 35x35";"";"Semplice";"Profili";"";"0";"20,64";"0,0000000000";"1";"82,5";"22%";"Giacomo";"false"
"";"RD12-2W-30K Engine";"2 Watt IP67 3000K 24Vdc";"";"Semplice";"Faretti da esterno";"";"0";"3,22";"0,0000000000";"1";"25,6";"22%";"Giacomo";"false"
"";"RD13-3W-30K Engine";"3 Watt IP67 3000K 24Vdc";"";"Semplice";"Faretti da esterno";"";"0";"5,25";"0,0000000000";"1";"41,8";"22%";"Giacomo";"false"
"";"Rough in housing-RD12";"Cassaforma x 1W e 2W";"";"Semplice";"Faretti da esterno";"";"0";"0,5";"0,0000000000";"1";"2,1";"22%";"Giacomo";"false"
"";"Rough in housing-RD13";"Cassaforma x 3W";"";"Semplice";"Faretti da esterno";"";"0";"0,7";"0,0000000000";"1";"3";"22%";"Giacomo";"false"
"";"PONT-24-1";"Circuito resinato da esterno per articolo PONT";"";"Semplice";"ARCO";"";"0";"5,93";"0,0000000000";"1";"35";"22%";"Giacomo";"false"
"";"CR1616-MC";"Metal Clip";"";"Semplice";"Profili";"";"0";"0,07";"0,0000000000";"1";"0,3";"non soggette – altri casi";"Giacomo";"false"
"";"CR1616-AD";"Clip in metallo orientabile";"";"Semplice";"Profili";"";"0";"1,43";"0,0000000000";"1";"5,7";"22%";"Giacomo";"false"
"";"AS3875A-IC";"Clip interna";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"1,3";"22%";"Giacomo";"false"
"";"AS5075A1-IC";"CLIP INTERNA ACCIAIO (AS5075A)";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"0,47";"22%";"Giacomo";"false"
"";"AS5075D1-IC";"Clip interna";"";"Semplice";"Profili";"";"0";"0,2";"0,0000000000";"1";"1";"22%";"Giacomo";"false"
"";"SM1715-MC";"Clip metallo";"";"Semplice";"Profili";"";"0";"0,06";"0,0000000000";"1";"0,5";"0%";"Giacomo";"false"
"";"AS3535-MC";"Clip sospensione";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"1,3";"22%";"Giacomo";"false"
"";"AS3875A-MC";"Clip sospensione";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"1,3";"22%";"Giacomo";"false"
"";"AS5075A1-MC";"Clip sospensione";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"1,3";"22%";"Giacomo";"false"
"";"AS5075D1-MC";"Clip sospensione";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"1,3";"22%";"Giacomo";"false"
"";"COL01";"Collante 300ml";"";"Semplice";"Velette per led in XPS";"";"0";"0";"0,0000000000";"1";"36";"";"Giacomo";"false"
"";"V3";"Controller RGB";"";"Semplice";"Dimmer";"";"0";"5,13";"0,0000000000";"1";"22,52";"22%";"Giacomo";"false"
"";"AS5075A-WH-EC";"COPPIA TAPPI ALLUMINIO (AS5075A)";"";"Semplice";"Profili";"";"0";"3,73";"0,0000000000";"1";"14,93";"22%";"Giacomo";"false"
"";"AS3875A-SC";"Corda di sicurezza";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"1,3";"22%";"Giacomo";"false"
"";"AS5075A1-SC";"Corda di sicurezza";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"1,3";"22%";"Giacomo";"false"
"";"AS5075D1-SC";"Corda di sicurezza";"";"Semplice";"Profili";"";"0";"0,33";"0,0000000000";"1";"1,3";"22%";"Giacomo";"false"
"";"EL406";"Cornice angolo illuminazione parete";"";"Semplice";"Velette per led in XPS";"";"0";"13,58";"0,0000000000";"1";"54,3";"22%";"Giacomo";"false"
"";"EL402";"Cornice angolo illuminazione soffitto";"";"Semplice";"Velette per led in XPS";"";"0";"15,27";"0,0000000000";"1";"61,1";"22%";"Giacomo";"false"
"";"EL701";"Cornice angolo illuminazione soffitto";"";"Semplice";"Cornici per led in poliuretano";"";"0";"7,8";"0,0000000000";"1";"31,2";"";"Giacomo";"false"
"";"EL702";"Cornice angolo illuminazione soffitto";"";"Semplice";"Cornici per led in poliuretano";"";"0";"8,77";"0,0000000000";"1";"35,1";"";"Giacomo";"false"
"";"EL802";"Cornice angolo illuminazione soffitto";"";"Semplice";"Cornici per led in poliuretano";"";"0";"13,65";"0,0000000000";"1";"54,6";"";"Giacomo";"false"
"";"EL203";"Cornice angolo parete doppia illuminazione";"";"Semplice";"Velette per led in XPS";"";"0";"14,17";"0,0000000000";"1";"56,7";"22%";"Giacomo";"false"
"";"EL706";"Cornice angolo parete doppia illuminazione";"";"Semplice";"Cornici per led in poliuretano";"";"0";"16,57";"0,0000000000";"1";"66,3";"";"Giacomo";"false"
"";"EL301";"Cornice angolo parete o soffitto";"";"Semplice";"Velette per led in XPS";"";"0";"11,89";"0,0000000000";"1";"47,6";"22%";"Giacomo";"false"
"";"EL501";"Cornice angolo parete o soffitto";"";"Semplice";"Cornici per led in poliuretano";"";"0";"8,12";"0,0000000000";"1";"32,5";"22%";"Giacomo";"false"
"";"EL504";"Cornice angolo parete o soffitto";"";"Semplice";"Cornici per led in poliuretano";"";"0";"9,75";"0,0000000000";"1";"39";"22%";"Giacomo";"false"
"";"EL708";"Cornice angolo parete o soffitto";"";"Semplice";"Cornici per led in poliuretano";"";"0";"15,6";"0,0000000000";"1";"62,4";"22%";"Giacomo";"false"
"";"EL302";"Cornice doppia illuminazione";"";"Semplice";"Velette per led in XPS";"";"0";"13";"0,0000000000";"1";"52";"22%";"Giacomo";"false"
"";"EL201";"Cornice per angolo parete";"";"Semplice";"Velette per led in XPS";"";"0";"13,58";"0,0000000000";"1";"54,3";"22%";"Giacomo";"false"
"";"EL502";"Cornice per angolo parete";"";"Semplice";"Cornici per led in poliuretano";"";"0";"10,72";"0,0000000000";"1";"42,88";"22%";"Giacomo";"false"
"";"SE100-24VL";"Driver 100W out 24Vdc";"";"Semplice";"Driver CV";"";"0";"15,52";"0,0000000000";"1";"62,8";"22%";"Giacomo";"false"
"";"SNP15-24VL";"Driver 15W out 24Vdc";"";"Semplice";"Driver CV";"";"0";"3,34";"0,0000000000";"1";"13,3";"22%";"Giacomo";"false"
"";"SNP15-500IL-2";"Driver 15W out 500mA";"";"Semplice";"Driver CC";"";"0";"3,45";"0,0000000000";"1";"13,7";"22%";"Giacomo";"false"
"";"SNP15-700IL-2";"Driver 15W out 700mA";"";"Semplice";"Driver CC";"";"0";"3,45";"0,0000000000";"1";"13,7";"22%";"Giacomo";"false"
"";"SNP20-350IF";"Driver 20W out 350mA";"";"Semplice";"Driver CC";"";"0";"5,64";"0,0000000000";"1";"22,5";"22%";"Giacomo";"false"
"";"SNP20-500IF";"Driver 20W out 500mA";"";"Semplice";"Driver CC";"";"0";"5,64";"0,0000000000";"1";"22,5";"22%";"Giacomo";"false"
"";"SNP20-700IF";"Driver 20W out 700mA";"";"Semplice";"Driver CC";"";"0";"5,64";"0,0000000000";"1";"22,5";"22%";"Giacomo";"false"
"";"SNP30-24VL";"Driver 30W out 24Vdc";"";"Semplice";"Driver CV";"";"0";"5,82";"0,0000000000";"1";"23,2";"22%";"Giacomo";"false"
"";"SNP30-350IF";"Driver 30W out 350mA";"";"Semplice";"Driver CC";"";"0";"8,2";"0,0000000000";"1";"32,8";"22%";"Giacomo";"false"
"";"SNP30-500IF";"Driver 30W out 500mA";"";"Semplice";"Driver CC";"";"0";"8,2";"0,0000000000";"1";"32,8";"22%";"Giacomo";"false"
"";"SNP30-700IF";"Driver 30W out 700mA";"";"Semplice";"Driver CC";"";"0";"8,2";"0,0000000000";"1";"32,8";"22%";"Giacomo";"false"
"";"SE60-24VL";"Driver 60W out 24Vdc";"";"Semplice";"Driver CV";"";"0";"10,2";"0,0000000000";"1";"40,7";"22%";"Giacomo";"false"
"";"SNP8-350IL-2";"Driver 8W out 350mA";"";"Semplice";"Driver CC";"";"0";"2,67";"0,0000000000";"1";"10,6";"22%";"Giacomo";"false"
"";"SNP8-700IL-2";"Driver 8W out 700mA";"";"Semplice";"Driver CC";"";"0";"2,67";"0,0000000000";"1";"10,6";"22%";"Giacomo";"false"
"";"5468";"DRIVER A SPINA 500MA 12W + CAVO CM200(150+50) CON INTERR. NERO X 620/J";"";"Semplice";"Pipistrello";"";"0";"0";"0,0000000000";"1";"11,7";"22%";"Giacomo";"true"
"";"SNP30-24VF-2";"Driver slim 30W out 24Vdc";"";"Semplice";"Driver CV";"";"0";"7,68";"0,0000000000";"1";"30,7";"22%";"Giacomo";"false"
"";"SNP45-24VF-1";"Driver slim 45W out 24Vdc";"";"Semplice";"Driver CV";"";"0";"11,17";"0,0000000000";"1";"44,6";"22%";"Giacomo";"false"
"";"SNP12-350ILW with cable";"Driver spina 12W out 350mA";"";"Semplice";"Driver CC";"";"0";"4,61";"0,0000000000";"1";"18,4";"22%";"Giacomo";"false"
"";"SNP12-700ILW with cable";"Driver spina 12W out 700mA";"";"Semplice";"Driver CC";"";"0";"4,61";"0,0000000000";"1";"18,4";"22%";"Giacomo";"false"
"";"SNP24-24VLW with cable";"Driver spina 24W out 24Vdc";"";"Semplice";"Driver CV";"";"0";"6,57";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"SNP24-350ILW with cable";"Driver spina 24W out 350mA";"";"Semplice";"Driver CC";"";"0";"6,22";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"SNP24-500ILW with cable";"Driver spina 24W out 500mA";"";"Semplice";"Driver CC";"";"0";"6,22";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"SNP24-700ILW with cable";"Driver spina 24W out 700mA";"";"Semplice";"Driver CC";"";"0";"6,22";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"SNP30-24VL-1";"Driver ultrapiatto 30W out 24Vdc";"";"Semplice";"Driver CV";"";"0";"7,68";"0,0000000000";"1";"30,7";"22%";"Giacomo";"false"
"";"Square 7W 3000K";"Faretto quadro da incasso 230V 7W COB";"";"Semplice";"Faretti da incasso";"";"0";"4,39";"0,0000000000";"1";"35";"22%";"Giacomo";"false"
"";"Square 7W 4000K";"Faretto quadro da incasso 230V 7W COB";"";"Semplice";"Faretti da incasso";"";"0";"4,39";"0,0000000000";"1";"35";"22%";"Giacomo";"false"
"";"Round 5W orientabile 3000K";"Faretto tondo da incasso 230V 5W COB";"";"Semplice";"Faretti da incasso";"";"0";"3,95";"0,0000000000";"1";"31,6";"22%";"Giacomo";"false"
"";"Round 5W orientabile 4000K";"Faretto tondo da incasso 230V 5W COB";"";"Semplice";"Faretti da incasso";"";"0";"3,95";"0,0000000000";"1";"31,6";"22%";"Giacomo";"false"
"";"Round 7W orientabile 3000K";"Faretto tondo da incasso 230V 7W COB";"";"Semplice";"Faretti da incasso";"";"0";"4,5";"0,0000000000";"1";"36";"22%";"Giacomo";"false"
"";"Round 7W orientabile 4000K";"Faretto tondo da incasso 230V 7W COB";"";"Semplice";"Faretti da incasso";"";"0";"4,39";"0,0000000000";"1";"36";"22%";"Giacomo";"false"
"";"RD12-Trim metal 50";"Ghiera tonda diametro 50mm";"";"Semplice";"Faretti da esterno";"";"0";"2";"0,0000000000";"1";"7,9";"22%";"Giacomo";"false"
"";"RD13-Trim-SS";"Ghiera tonda diametro 62mm";"";"Semplice";"Faretti da esterno";"";"0";"2,91";"0,0000000000";"1";"11,6";"22%";"Giacomo";"false"
"";"RD12-Trim metal 70";"Ghiera tonda diametro 70mm";"";"Semplice";"Faretti da esterno";"";"0";"2,14";"0,0000000000";"1";"8,5";"22%";"Giacomo";"false"
"";"RD12-2WAY-SS";"Ghiera tonda doppia diffusione 46mm";"";"Semplice";"Faretti da esterno";"";"0";"3,16";"0,0000000000";"1";"12,6";"22%";"Giacomo";"false"
"";"RD13-SC-SS";"Ghiera tonda una via 62mm";"";"Semplice";"Faretti da esterno";"";"0";"3,57";"0,0000000000";"1";"14,2";"22%";"Giacomo";"false"
"";"535J";"KIT LED COMPLETO X CALABRONET - CALABRONE";"";"Semplice";"Calabrone";"";"0";"0";"0,0000000000";"1";"23";"22%";"Giacomo";"false"
"";"AS3875A-SUS";"Kit sospensione 2 metri";"";"Semplice";"Profili";"";"0";"1,65";"0,0000000000";"1";"6,6";"22%";"Giacomo";"false"
"";"AS3875-A";"Profilo 38x75";"";"Semplice";"Profili";"";"0";"13,28";"0,0000000000";"1";"53,1";"22%";"Giacomo";"false"
"";"AS5075-A1";"Profilo 50x75";"";"Semplice";"Profili";"";"0";"15,7";"0,0000000000";"1";"62,8";"22%";"Giacomo";"false"
"";"AS5075-D1";"Profilo 50x75 doppia emissione";"";"Semplice";"Profili";"";"0";"18,11";"0,0000000000";"1";"72,5";"22%";"Giacomo";"false"
"";"AL5075-1193";"PROFILO ALLUMINIO 50x75x1193mm (TW LINE 1200)";"";"Semplice";"Profili";"";"0";"0";"0,0000000000";"1";"19,1";"22%";"Giacomo";"false"
"";"AL5075-1493";"PROFILO ALLUMINIO 50x75x1493mm (TW LINE 1200)";"";"Semplice";"Profili";"";"0";"0";"0,0000000000";"1";"23,87";"22%";"Giacomo";"false"
"";"LC7011";"Profilo doppia emissione";"";"Semplice";"Profili";"";"0";"6,67";"0,0000000000";"1";"26,7";"22%";"Giacomo";"false"
"";"AS3535-2500";"Profilo lineare 35x35";"";"Semplice";"Profili";"";"0";"9,1";"0,0000000000";"1";"36,4";"22%";"Giacomo";"false"
"";"EL112";"Profilo per tagli luce doppia illuminazione";"";"Semplice";"Velette per led in XPS";"";"0";"18,1";"0,0000000000";"1";"72,4";"22%";"Giacomo";"false"
"";"EL119";"Profilo per tagli luce singola illuminazione";"";"Semplice";"Velette per led in XPS";"";"0";"18,1";"0,0000000000";"1";"72,4";"22%";"Giacomo";"false"
"";"100 Watt";"Proiettore 100 Watt superslim 3000K IP65";"";"Semplice";"Fari da esterno";"";"0";"43,91";"0,0000000000";"1";"131,7";"22%";"Giacomo";"false"
"";"30 Watt RGB";"Proiettore 30 Watt RGB IP65";"";"Semplice";"Fari da esterno";"";"0";"37,32";"0,0000000000";"1";"111,9";"22%";"Giacomo";"false"
"";"50 Watt";"Proiettore 50 Watt superslim 3000K IP65";"";"Semplice";"Fari da esterno";"";"0";"23,1";"0,0000000000";"1";"69,1";"22%";"Giacomo";"false"
"";"5448";"PROTEZIONE HOT PLUG X 620/J";"";"Semplice";"Pipistrello";"";"0";"0";"0,0000000000";"1";"1,3";"22%";"Giacomo";"true"
"";"Lampada x R/S 7W 3000K";"Ricambio fisso faretto 7W";"";"Semplice";"Faretti da incasso";"";"0";"3,18";"0,0000000000";"1";"12,7";"22%";"Giacomo";"false"
"";"Lampada x R/S 7W 4000K";"Ricambio fisso faretto 7W";"";"Semplice";"Faretti da incasso";"";"0";"3,18";"0,0000000000";"1";"12,7";"22%";"Giacomo";"false"
"";"Lampada x round 5W orient. 3000K";"Ricambio orientabile faretto 5W";"";"Semplice";"Faretti da incasso";"";"0";"1,87";"0,0000000000";"1";"7,4";"22%";"Giacomo";"false"
"";"Lampada x round 5W orient. 4000K";"Ricambio orientabile faretto 5W";"";"Semplice";"Faretti da incasso";"";"0";"1,87";"0,0000000000";"1";"7,4";"22%";"Giacomo";"false"
"";"Lampada x R/S 7W orient. 3000K";"Ricambio orientabile faretto 7W";"";"Semplice";"Faretti da incasso";"";"0";"3,18";"0,0000000000";"1";"12,7";"22%";"Giacomo";"false"
"";"Lampada x R/S 7W orient. 4000K";"Ricambio orientabile faretto 7W";"";"Semplice";"Faretti da incasso";"";"0";"3,18";"0,0000000000";"1";"12,7";"22%";"Giacomo";"false"
"";"AL4992";"Ruby R RGBW";"";"Semplice";"GRIVEN";"";"0";"0";"0,0000000000";"1";"1154,25";"22%";"Giacomo";"false"
"";"AL4320";"Sathurno RGBW-W";"";"Semplice";"GRIVEN";"";"0";"0";"0,0000000000";"1";"530,55";"22%";"Giacomo";"false"
"";"Spedizione";"Spese spedizione";"";"Semplice";"Spese accessorie";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"509J";"Strip led 14,4W/mt 2700K CRI80 rolla da 5mt";"";"Semplice";"Strip led";"";"0";"5,41";"0,0000000000";"1";"21";"22%";"Giacomo";"false"
"";"506J";"Strip led 14,4W/MT 3000K CRI80 rolla da 5 mt";"";"Semplice";"Strip led";"";"0";"5,41";"0,0000000000";"1";"21";"22%";"Giacomo";"false"
"";"510J";"Strip led 14,4W/mt 4000K CRI80 rolla da 5mt";"";"Semplice";"Strip led";"";"0";"5,41";"0,0000000000";"1";"21";"22%";"Giacomo";"false"
"";"SL202700K";"Strip led 2700K 19,2W/mt 2212";"";"Semplice";"Strip led";"";"0";"4,5";"0,0000000000";"1";"18";"22%";"Giacomo";"false"
"";"SL243000K";"Strip led 3000K 24W/mt 2216 300pcs IP20";"";"Semplice";"Strip led";"";"0";"3,95";"0,0000000000";"1";"19,75";"22%";"Giacomo";"false"
"";"SL293000K";"Strip led 3000K 29W/mt 2835";"";"Semplice";"Strip led";"";"0";"7,08";"0,0000000000";"1";"28,3";"22%";"Giacomo";"false"
"";"SL393000K";"Strip led 3000K 39W/mt 2835";"";"Semplice";"Strip led";"";"0";"8,87";"0,0000000000";"1";"35,5";"22%";"Giacomo";"false"
"";"SL144000K";"Strip led 4000K 14W/mt 2212";"";"Semplice";"Strip led";"";"0";"5,41";"0,0000000000";"1";"21,6";"22%";"Giacomo";"false"
"";"SL204000K";"Strip led 4000K 19,2W/mt 2212";"";"Semplice";"Strip led";"";"0";"4,5";"0,0000000000";"1";"18";"22%";"Giacomo";"false"
"";"SL294000K";"Strip led 4000K 29W/mt 2835";"";"Semplice";"Strip led";"";"0";"7,08";"0,0000000000";"1";"28,3";"22%";"Giacomo";"false"
"";"SL394000K";"Strip led 4000K 39W/mt 2835";"";"Semplice";"Strip led";"";"0";"8,87";"0,0000000000";"1";"35,5";"22%";"Giacomo";"false"
"";"SL295000K";"Strip led 5000K 29W/mt 2835";"";"Semplice";"Strip led";"";"0";"7,08";"0,0000000000";"1";"28,3";"22%";"Giacomo";"false"
"";"SL395000K";"Strip led 5000K 39W/mt 2835";"";"Semplice";"Strip led";"";"0";"8,87";"0,0000000000";"1";"35,5";"22%";"Giacomo";"false"
"";"SL146000K";"Strip led 6000K 14W/mt 2212";"";"Semplice";"Strip led";"";"0";"4,93";"0,0000000000";"1";"21,6";"22%";"Giacomo";"false"
"";"SL206000K";"Strip led 6000K 19,2W/mt 2212";"";"Semplice";"Strip led";"";"0";"4,5";"0,0000000000";"1";"18";"22%";"Giacomo";"false"
"";"SL246000K";"Strip led 6000K 24W/mt 2212";"";"Semplice";"Strip led";"";"0";"5,64";"0,0000000000";"1";"22,5";"22%";"Giacomo";"false"
"";"SL296000K";"Strip led 6000K 29W/mt 2835";"";"Semplice";"Strip led";"";"0";"7,08";"0,0000000000";"1";"28,3";"22%";"Giacomo";"false"
"";"SL396000K";"Strip led 6000K 39W/mt 2835";"";"Semplice";"Strip led";"";"0";"8,87";"0,0000000000";"1";"35,5";"22%";"Giacomo";"false"
"";"SL20TW2760";"Strip led bianco dinamico 19,2E/mt";"";"Semplice";"Strip led";"";"0";"4,54";"0,0000000000";"1";"18,1";"22%";"Giacomo";"false"
"";"SLD133000K";"Strip led doppia 3000K 13W/mt 2835";"";"Semplice";"Strip led";"";"0";"7,1";"0,0000000000";"1";"32,9";"22%";"Giacomo";"false"
"";"SLD223000K";"Strip led doppia 3000K 22W/mt 2216";"";"Semplice";"Strip led";"";"0";"9,11";"0,0000000000";"1";"36,4";"22%";"Giacomo";"false"
"";"SLD503000K";"Strip led doppia 3000K 50W/mt 2835 24Vdc CRI>80 480 LED/MT";"";"Semplice";"Strip led";"";"0";"9";"0,0000000000";"1";"36";"22%";"Giacomo";"false"
"";"SLD134000K";"Strip led doppia 4000K 13W/mt 2835";"";"Semplice";"Strip led";"";"0";"8,23";"0,0000000000";"1";"32,9";"22%";"Giacomo";"false"
"";"SLD224000K";"Strip led doppia 4000K 22W/mt 2216";"";"Semplice";"Strip led";"";"0";"9,11";"0,0000000000";"1";"36,4";"22%";"Giacomo";"false"
"";"SLD136000K";"Strip led doppia 6000K 13W/mt 2835";"";"Semplice";"Strip led";"";"0";"8,23";"0,0000000000";"1";"32,9";"22%";"Giacomo";"false"
"";"SLD226000K";"Strip led doppia 6000K 22W/mt 2216";"";"Semplice";"Strip led";"";"0";"9,11";"0,0000000000";"1";"36,4";"22%";"Giacomo";"false"
"";"SLD506000K";"Strip led doppia 6000K 50W/mt 2835";"";"Semplice";"Strip led";"";"0";"9";"0,0000000000";"1";"36";"22%";"Giacomo";"false"
"";"SL20RGB";"Strip led RGB 20W/mt";"";"Semplice";"Strip led";"";"0";"6,31";"0,0000000000";"1";"25,2";"22%";"Giacomo";"false"
"";"ST01";"Stucco finitura 1,5kg";"";"Semplice";"Velette per led in XPS";"";"0";"12";"0,0000000000";"1";"48";"22%";"Giacomo";"false"
"";"EC-AS3535";"Tappi alluminio coppia";"";"Semplice";"Profili";"";"0";"1,38";"0,0000000000";"1";"5,5";"22%";"Giacomo";"false"
"";"AS3875A-EC";"Tappi alluminio coppia";"";"Semplice";"Profili";"";"0";"3,07";"0,0000000000";"1";"12,3";"22%";"Giacomo";"false"
"";"AS5075A1-EC";"Tappi alluminio coppia";"";"Semplice";"Profili";"";"0";"5";"0,0000000000";"1";"25";"22%";"Giacomo";"false"
"";"AS5075D1-EC";"Tappi alluminio coppia";"";"Semplice";"Profili";"";"0";"5";"0,0000000000";"1";"25";"22%";"Giacomo";"false"
"";"EC-LC7011";"Tappi alluminio coppia";"";"Semplice";"Profili";"";"0";"1,38";"0,0000000000";"1";"5,5";"22%";"Giacomo";"false"
"";"SM1715-EC&EO";"Tappi plastica chiuso+aperto coppia";"";"Semplice";"Profili";"";"0";"0,1";"0,0000000000";"1";"0,5";"0%";"Giacomo";"false"
"";"RC1707-EC&EO";"Tappi plastica chiuso+aperto coppia";"";"Semplice";"Profili";"";"0";"0,22";"0,0000000000";"1";"0,9";"22%";"Giacomo";"false"
"";"CR1616-EC&EO";"Tappi plastici aperto e chiuso";"";"Semplice";"Profili";"";"0";"0,1";"0,0000000000";"1";"0,5";"22%";"Giacomo";"false"
"";"R2";"Telecomando bianco dinamico";"";"Semplice";"Dimmer";"";"0";"5,6";"0,0000000000";"1";"22,3";"22%";"Giacomo";"false"
"";"R13";"Telecomando RGB";"";"Semplice";"Dimmer";"";"0";"6,64";"0,0000000000";"1";"26,56";"22%";"Giacomo";"false"
"";"TC24W4K";"TUBO DA CANTIERE STRIP LED 24W/MT 4000K CRI90 TAPPI IN GOMMA E CAVI USCENTI CON JACK DI CONNESSIONE CAVI DI USCITA L=1500mm";"";"Semplice";"Tubi";"";"0";"0";"0,0000000000";"1";"28,3";"22%";"Giacomo";"false"
"";"KRTETR500";"Kit retrofit toilette ETR500";"";"Semplice";"Circuiti";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"KRTETR500 MONT";"Montaggio su cielo e specchiera Kit retrofit illuminazione ETR500 da effettuarsi presso i nostri stabilimenti";"";"Semplice";"Montaggio";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"Z_37950";"Profilo incasso mod. Alitalia 10W/mt 24Vdc 120Led/mt 2700K + Driver";"";"Semplice";"Profili custom";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"Z_37951";"Profilo incasso mod. B2007 10W/mt 120Led/mt 2700K + driver";"";"Semplice";"Profili custom";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"548JBD";"TRAVE -HU Kit led x HUSH bianco dinamico 2700K/6000K";"";"Semplice";"Profili custom";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"584J";"Rolla led 5000mm 13W/MT 3000K x COLIBRI";"";"Semplice";"Strip led";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"584.1J";"Rolla Led 5000mm 13W/MT 2700K X COLIBRI";"";"Semplice";"Strip led";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"SLA28X1,53";"Stecca led alluminio 280x15 led 2835 Lumileds 3000K CRI90";"";"Semplice";"Circuiti";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"SLA34X1,53";"Stecca led alluminio 340x15 led 2835 Lumileds 3000K CRI90";"";"Semplice";"Circuiti";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"DL12-48/700";"Driver led ingresso 12-48Vdc uscita 700mA";"";"Semplice";"Circuiti";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"DL12-48/700PWM";"Driver led ingresso 12-48Vdc uscita 700mA dimmerabile PWM";"";"Semplice";"Circuiti";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"CPU101-930 da disporre";"STAR 10 colori a disporre";"";"Semplice";"Circuiti";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"CPU211-930 da disporre";"Star 21 colori a disporre";"";"Semplice";"Circuiti";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"CPU211MC-930";"CIRCUITO PURALUCE (1 LED) 21mm 9W (700mA) 11,9vdc 3000K CRI90";"";"Semplice";"";"";"0";"3,7";"0,0000000000";"1";"5,48";"22%";"Giacomo";"false"
"";"STLB ESTRO";"Scheda testa lampada a batteria Estro 3 led Seoul M2 Z5 2700K CRI90 + led segnalamento verde -alluminio 1,6mm 4 cavi fep diversi colori 70cm";"";"Semplice";"Circuiti";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"PRC1mt3000K";"Profilo da incasso RC1707 1mt completo di strip led Codice SL243000K 24W/mt già montato con tappi e 2mt di cavo";"";"Semplice";"Profili custom";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"PRC0,8mt3000K";"Profilo da incasso RC1707 0,8mt completo di strip led Codice SL243000K 24W/mt già montato con tappi e 2mt di cavo";"";"Semplice";"Profili custom";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
"";"PRC0,5mt3000K";"Profilo da incasso RC1707 0,5mt completo di strip led Codice SL243000K 24W/mt già montato con tappi e 2mt di cavo";"";"Semplice";"Profili custom";"";"0";"0";"0,0000000000";"1";"0";"22%";"Giacomo";"false"
